,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
6660,0.018,-0.17,-0.079,0.489,0.207,0.843,0.222,0.358,-0.534
6661,0.016,-0.189,-0.089,0.504,0.196,0.842,0.231,0.358,-0.529
6662,0.017,-0.216,-0.111,0.498,0.188,0.854,0.234,0.36,-0.517
6663,-0.007,-0.216,-0.144,0.507,0.188,0.847,0.222,0.355,-0.535
6664,-0.002,-0.263,-0.161,0.507,0.193,0.86,0.22,0.354,-0.498
6665,-0.03,-0.312,-0.148,0.519,0.181,0.866,0.223,0.342,-0.52
6666,-0.109,-0.394,-0.126,0.534,0.14,0.869,0.205,0.339,-0.526
6667,-0.166,-0.497,-0.098,0.536,0.131,0.882,0.207,0.352,-0.498
6668,-0.217,-0.631,-0.088,0.535,0.128,0.887,0.202,0.352,-0.51
6669,-0.28,-0.849,-0.142,0.529,0.146,0.888,0.187,0.354,-0.496
6670,-0.24,-1.058,-0.207,0.484,0.245,0.88,0.187,0.354,-0.496
6671,-0.213,-1.328,-0.273,0.459,0.296,0.888,0.195,0.334,-0.468
6672,-0.167,-1.707,-0.516,0.45,0.278,0.952,0.193,0.333,-0.46
6673,-0.072,-1.985,-0.753,0.405,0.361,0.977,0.156,0.367,-0.444
6674,0.188,-2.9,-1.236,0.406,0.452,0.958,0.181,0.357,-0.397
6675,0.511,-4.374,-1.299,1.068,0.258,0.975,0.163,0.318,-0.387
6676,0.54,-3.649,-1.671,1.639,0.481,1.147,0.154,0.307,-0.327
6677,0.594,-3.353,-1.724,1.878,0.472,1.15,0.118,0.271,-0.258
6678,0.777,-2.531,-1.488,1.878,0.472,1.15,0.138,0.247,-0.222
6679,0.333,-1.173,-1.377,1.69,0.336,0.925,0.142,0.234,-0.177
6680,0.171,0.239,-0.637,1.118,0.334,1.089,0.154,0.201,-0.126
6681,0.286,0.773,-0.613,0.802,0.502,1.194,0.16,0.196,-0.126
6682,0.157,0.295,-0.333,0.322,0.382,0.912,0.145,0.208,-0.154
6683,-0.074,0.567,0.051,-0.169,0.274,0.855,0.138,0.193,-0.144
6684,0.012,1.151,0.484,0.119,0.399,0.826,0.129,0.187,-0.141
6685,0.018,1.65,0.873,0.383,0.541,0.839,0.148,0.207,-0.196
6686,-0.042,1.809,1.051,0.364,0.384,0.771,0.148,0.207,-0.196
6687,-0.04,1.932,1.075,0.265,0.229,0.692,0.126,0.208,-0.213
