,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
166,-1.0,-3.3,0.9,0.016,-0.024,1.039,-0.216,-0.033,-1.132
167,-1.0,-3.3,1.0,0.019,-0.023,1.039,-0.217,-0.031,-1.137
168,-1.0,-3.3,1.0,0.014,-0.023,1.038,-0.216,-0.043,-1.129
169,-0.9,-3.3,0.9,0.018,-0.025,1.04,-0.219,-0.028,-1.123
170,-1.0,-3.3,1.1,0.016,-0.022,1.038,-0.214,-0.03,-1.128
171,-0.9,-3.2,1.1,0.014,-0.028,1.04,-0.216,-0.036,-1.134
172,-1.0,-3.3,0.9,0.016,-0.023,1.038,-0.213,-0.024,-1.117
173,-0.9,-3.2,1.0,0.02,-0.023,1.038,-0.222,-0.027,-1.129
174,-1.0,-3.4,1.0,0.007,-0.024,1.039,-0.217,-0.027,-1.129
175,-0.9,-3.3,0.9,0.022,-0.027,1.037,-0.216,-0.03,-1.137
176,-0.9,-3.2,1.1,0.015,-0.021,1.036,-0.222,-0.033,-1.125
177,-1.1,-3.3,1.1,0.014,-0.022,1.036,-0.219,-0.033,-1.122
178,-1.0,-3.3,1.1,0.018,-0.027,1.036,-0.213,-0.028,-1.125
179,-1.0,-3.2,1.1,0.013,-0.023,1.035,-0.213,-0.033,-1.131
180,-1.1,-3.4,1.0,0.016,-0.024,1.032,-0.216,-0.036,-1.135
181,-0.9,-3.3,1.0,0.017,-0.028,1.033,-0.214,-0.031,-1.137
182,-1.0,-3.3,0.9,0.014,-0.022,1.034,-0.219,-0.031,-1.131
