magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
693,199,-525,2,-1,-7,-7,9,998,13:26:25
709,183,-537,1,-1,-8,-9,6,998,13:26:25
694,184,-540,2,-1,-8,-8,6,998,13:26:25
708,181,-543,2,-1,-8,-7,8,999,13:26:25
691,201,-538,2,-1,-9,-10,9,999,13:26:25
729,187,-547,2,0,-9,-9,9,998,13:26:25
729,187,-547,1,0,-9,-9,7,996,13:26:25
723,198,-529,2,-2,-8,-9,6,997,13:26:25
715,183,-549,2,-1,-9,-7,7,998,13:26:25
721,192,-531,1,-2,-9,-5,9,999,13:26:25
699,196,-558,2,-1,-9,-5,8,999,13:26:25
708,205,-528,0,0,-8,-5,8,998,13:26:25
712,183,-552,2,-1,-7,-7,9,997,13:26:25
702,213,-544,3,-1,-8,-9,7,997,13:26:25
705,189,-540,2,0,-8,-10,5,999,13:26:25
711,183,-544,2,-1,-9,-9,6,1001,13:26:25
706,189,-546,2,0,-9,-6,6,998,13:26:25
729,187,-514,1,-1,-9,-6,6,998,13:26:25
700,180,-528,2,0,-9,-7,6,998,13:26:25
714,181,-531,0,-1,-8,-8,6,996,13:26:25
694,193,-549,1,-1,-7,-7,7,997,13:26:25
709,208,-549,2,-2,-8,-8,8,999,13:26:25
688,187,-525,1,-2,-7,-9,9,1001,13:26:25
700,181,-523,1,-1,-8,-9,8,1000,13:26:25
700,181,-523,2,-2,-9,-9,8,1000,13:26:25
721,186,-540,1,-2,-9,-9,7,1000,13:26:25
700,196,-540,1,-2,-8,-8,9,998,13:26:25
699,175,-549,2,-1,-8,-6,10,997,13:26:25
706,186,-543,2,-2,-8,-6,8,998,13:26:25
703,202,-516,2,-2,-8,-8,8,998,13:26:25
712,199,-538,1,-2,-8,-8,8,998,13:26:25
709,181,-558,1,-1,-9,-7,8,1000,13:26:25
714,189,-535,2,-1,-7,-7,9,999,13:26:25
709,198,-529,2,-1,-8,-7,8,998,13:26:25
717,184,-534,2,-2,-8,-6,9,998,13:26:25
727,202,-532,2,-1,-9,-6,9,998,13:26:25
727,202,-532,2,-1,-8,-6,8,998,13:26:25
693,202,-529,2,0,-8,-7,7,999,13:26:25
712,189,-526,2,-1,-9,-8,9,998,13:26:25
720,199,-540,2,-1,-8,-8,9,999,13:26:26
714,190,-540,1,-2,-9,-8,7,1001,13:26:26
697,196,-540,1,-2,-9,-10,7,999,13:26:26
706,199,-540,2,-1,-9,-8,8,999,13:26:26
712,207,-534,2,-2,-7,-7,8,999,13:26:26
712,184,-547,2,-1,-8,-5,10,1000,13:26:26
705,186,-538,2,-2,-8,-5,10,999,13:26:26
705,187,-546,3,-1,-8,-7,6,998,13:26:26
705,187,-546,2,-2,-8,-7,6,998,13:26:26
726,195,-535,1,-2,-7,-9,7,998,13:26:26
700,193,-538,2,-2,-8,-10,7,998,13:26:26
